,state,vote,V201103,V201105,V201114,V201115,V201116,V201117,V201118,V201119,V201120,V201121,V201122,V201123,V201200,V201202,V201203,V201208,V201209,V201210,V201211,V201212,V201213,V201214,V201215,V201217,V201218,V201221,V201233,V201234,V201235,V201236,V201237,V201246,V201249,V201252,V201255,V201258,V201262,V201303,V201306,V201309,V201312,V201315,V201321,V201324,V201325,V201328,V201334,V201346,V201353,V201354,V201366,V201369,news,V201379,V201390,state covid,V201394,V201397,V201401,V201403,V201409,V201417,V201427,blm,V201430,V201433,V201435,V201502,V201503,V201507x,education,race,V201553,V201567,V201575,V201592,V201593,V201600,V201602,V201603,V201617x,V201620,V201626,V201627,V201628,V201639,V201640,V201651,recode education
6578,17,Donald Trump,2,2,1,3,3,4,4,2,4,2,4,3,6,2,6,4,3,4,3,3,3,2,3,1,1,2,4,1,1,4,2,3,4,4,6,4,4,1,1,1,3,3,3,2,1,2,1,2,2,2,4,3,None,1,3,Somewhat too strict,2,3,3,2,1,3,1,4,1,1,1,3,3,64,bachelor's,white,1,0,17,2,1,1,1,1,19,1,2,3,1,3,3,2,Bachelor's or more
6579,12,Donald Trump,-1,-1,1,4,1,1,1,1,2,3,1,3,99,2,6,4,5,4,3,1,1,1,2,2,1,-1,3,2,2,3,2,99,4,4,4,5,99,1,1,1,2,1,3,2,2,2,1,2,3,2,1,2,None,1,3,Somewhat too strict,3,1,3,1,1,1,1,5,1,1,2,3,1,45,HS,white,1,0,12,1,1,1,1,1,10,2,4,1,4,3,3,1,Less than bachelor's
6580,6,Joe Biden,1,-1,2,2,4,4,3,1,4,1,3,4,2,3,6,2,2,2,3,5,5,5,5,1,1,2,3,2,1,4,3,5,5,3,4,4,2,1,3,3,3,1,1,2,3,1,2,1,3,1,4,4,A little,1,2,Not nearly strict enough,1,1,1,1,2,3,1,1,2,4,12,3,2,27,some college,Hispanic,3,4,6,2,2,2,2,3,17,1,1,2,0,2,5,3,Less than bachelor's
6581,42,Joe Biden,1,-1,2,3,4,5,5,2,5,1,5,5,3,3,7,2,3,3,3,5,5,5,5,1,1,-1,4,1,1,3,2,5,3,4,4,4,3,1,1,1,3,1,1,4,3,1,3,1,3,3,5,4,A moderate amount,1,2,Somewhat too strict,3,1,1,3,1,3,1,2,3,1,1,2,1,42,bachelor's,Asian,3,0,47,2,1,1,2,1,22,1,3,3,6,2,2,3,Bachelor's or more
6582,27,Joe Biden,1,-1,2,2,4,4,4,1,4,2,4,5,2,2,6,3,2,3,3,5,5,5,5,1,1,1,4,1,2,3,3,5,4,3,4,3,2,1,2,3,1,3,1,4,3,1,1,1,3,2,5,5,A lot,2,2,About right,3,1,1,1,2,3,2,1,2,1,1,3,-8,49,master's,white,1,2,27,2,2,2,1,1,-9,1,2,2,0,5,5,2,Bachelor's or more
6583,12,Donald Trump,2,2,1,4,1,3,3,3,3,-8,3,4,6,1,6,5,5,3,5,1,1,1,3,2,2,1,4,1,1,2,2,1,5,4,7,7,4,1,1,1,2,1,3,1,1,1,3,3,1,2,5,5,None,1,3,About right,1,1,3,1,-8,3,1,6,1,4,12,1,3,59,some college,white,1,1,12,2,2,1,1,3,19,1,3,3,1,4,3,2,Less than bachelor's
6584,12,Joe Biden,1,1,2,3,4,4,4,2,5,3,4,4,4,3,6,3,3,3,2,3,5,3,5,2,2,1,3,1,1,3,4,4,4,4,4,4,1,3,2,1,3,3,1,3,1,2,3,1,3,2,4,3,A moderate amount,1,2,Not quite strict enough,1,1,3,1,2,3,1,4,1,2,2,3,2,57,some college,Hispanic,3,0,12,2,4,2,1,1,11,1,3,3,0,3,3,3,Less than bachelor's
6585,51,Joe Biden,1,1,2,3,4,5,4,1,4,1,4,5,2,4,-8,2,3,2,3,5,5,5,5,-8,1,1,4,1,1,2,2,6,4,2,3,2,1,1,2,1,1,1,1,4,2,3,2,1,4,1,3,5,A lot,1,2,About right,1,1,1,1,2,3,3,2,2,5,12,3,2,49,some college,white,1,1,6,2,3,1,1,1,11,1,2,2,3,3,5,3,Less than bachelor's
6586,48,Joe Biden,-1,-1,2,1,4,4,4,1,4,1,5,2,5,6,7,1,2,2,2,4,4,2,5,1,2,-1,2,2,2,4,2,7,99,1,2,1,1,2,2,2,1,2,1,5,3,2,3,1,4,2,3,4,None,2,2,Not quite strict enough,2,3,1,1,1,3,1,1,1,2,11,5,2,39,some college,white,1,4,4,2,5,2,1,1,1,2,3,3,0,5,5,3,Less than bachelor's
6587,26,Joe Biden,1,1,2,3,4,3,3,2,4,2,4,4,3,3,3,3,1,2,2,5,5,5,5,1,1,-1,3,1,2,4,4,5,4,1,2,3,3,1,1,1,1,1,1,3,3,3,2,1,3,1,5,5,A lot,1,2,About right,3,1,1,1,2,3,1,3,2,1,1,3,3,73,bachelor's,white,1,0,55,2,1,1,1,1,11,1,2,3,0,2,4,2,Bachelor's or more
6588,1,Donald Trump,2,2,2,2,5,4,3,1,5,1,5,5,7,1,7,5,5,5,5,1,4,2,3,2,-8,1,4,1,1,3,3,1,4,7,7,7,7,3,1,1,2,1,2,2,3,1,2,3,3,2,5,5,A little,2,3,Somewhat too strict,2,3,3,1,1,2,1,7,1,3,1,4,2,73,master's,white,1,0,45,2,1,2,1,1,21,1,4,1,1,2,1,1,Bachelor's or more
6589,6,Joe Biden,-1,-1,1,3,4,3,3,3,4,3,3,4,4,4,3,3,2,2,2,2,5,3,3,2,1,-1,4,2,1,4,4,99,3,5,99,4,99,1,1,1,3,1,1,3,1,2,2,2,1,1,4,4,A great deal,2,2,About right,3,1,1,1,1,1,1,2,1,3,1,2,3,45,master's,Asian,3,0,6,1,2,2,2,1,9,1,1,4,0,3,4,3,Bachelor's or more
6590,36,Donald Trump,5,5,2,4,1,1,1,4,2,4,2,2,5,3,6,3,4,3,1,3,4,4,5,1,1,2,4,2,1,4,2,4,3,5,5,3,4,1,2,3,2,1,3,2,2,3,2,2,1,3,5,5,A lot,2,3,About right,3,1,1,1,2,3,2,5,2,5,10,3,2,66,bachelor's,white,1,0,36,2,1,1,1,1,22,1,2,2,6,2,3,2,Bachelor's or more
6591,42,Joe Biden,1,1,2,2,5,5,4,1,5,1,4,4,2,3,7,2,1,2,2,5,5,5,5,-9,1,-1,4,1,1,4,3,6,3,2,2,1,1,1,1,1,1,1,1,4,2,-9,-9,1,5,3,5,4,A moderate amount,1,2,Not quite strict enough,1,2,1,1,-9,3,2,1,2,2,1,4,4,72,prof.,Multiracial,1,0,39,2,2,1,1,1,20,1,2,2,0,2,5,3,Bachelor's or more
6592,55,Donald Trump,-1,-1,1,2,1,2,1,3,1,4,1,3,2,3,1,4,2,1,4,2,2,2,2,2,1,2,5,1,2,2,4,1,7,5,99,99,99,2,2,1,2,2,1,3,3,2,3,1,1,3,1,1,A moderate amount,2,2,Somewhat too strict,2,2,2,3,1,4,4,Haven't thought much about this,3,5,12,3,3,38,less than HS,Don't know,1,2,55,2,5,2,1,2,1,2,4,3,0,3,2,1,Less than bachelor's
6593,39,Joe Biden,1,1,2,2,4,4,4,1,5,5,5,4,2,3,7,2,1,1,1,5,5,4,5,1,1,-1,3,1,1,3,3,6,6,4,3,3,4,1,1,1,1,1,1,5,3,1,1,1,5,3,2,2,A little,1,2,About right,1,2,1,1,2,3,2,1,3,1,11,3,3,60,assoc. academ.,white,2,0,39,2,3,2,1,1,2,1,3,1,0,2,5,4,Less than bachelor's
6594,18,Joe Biden,1,2,2,4,3,4,4,3,4,3,4,5,4,5,7,2,2,1,2,5,5,5,5,1,1,1,3,1,1,3,2,4,4,3,5,4,3,1,3,3,1,1,1,3,2,3,2,1,3,3,3,5,A lot,1,2,About right,3,1,1,1,2,3,2,3,2,3,2,3,4,60,bachelor's,white,1,0,18,2,2,2,1,1,19,1,1,1,1,2,3,2,Bachelor's or more
6595,29,Donald Trump,2,2,2,2,5,2,3,2,4,2,5,5,5,2,6,4,3,3,4,4,3,3,5,1,1,-1,4,1,1,4,2,4,5,5,5,3,99,1,2,1,2,3,1,3,3,1,3,1,3,2,3,3,None,1,3,About right,3,1,1,1,-8,3,2,3,3,2,1,2,3,45,bachelor's,white,1,2,29,2,2,2,1,1,20,1,3,2,3,2,3,2,Bachelor's or more
6596,12,Donald Trump,2,2,2,4,4,3,3,3,5,3,4,5,5,2,6,4,5,3,5,3,3,3,3,2,2,-1,4,1,1,2,2,4,99,6,5,99,5,1,1,1,2,-8,3,3,1,3,1,2,2,2,5,5,None,-8,3,Somewhat too strict,3,3,-8,2,1,3,2,5,3,3,11,1,1,32,bachelor's,white,1,0,12,2,1,2,1,1,19,2,3,5,15,3,5,2,Bachelor's or more
6597,18,Joe Biden,1,1,2,2,2,2,2,3,3,1,4,5,4,3,4,3,2,3,2,4,5,5,5,2,1,-1,4,1,1,4,2,4,3,6,2,3,3,1,2,3,2,1,1,4,3,3,2,1,3,3,5,4,A little,2,2,Not nearly strict enough,1,1,1,2,1,2,2,2,2,1,12,3,3,59,assoc. academ.,white,1,0,18,1,2,1,1,1,17,1,3,2,3,2,2,1,Less than bachelor's
6598,32,Joe Biden,1,1,1,3,3,5,4,2,3,3,3,5,99,3,5,4,2,5,4,5,5,5,5,1,2,2,4,1,2,4,2,7,1,1,4,1,1,1,2,2,1,1,1,3,3,2,2,1,2,3,5,5,A moderate amount,2,2,About right,2,1,1,1,1,4,4,1,2,5,10,1,2,40,some college,white,1,0,6,2,2,1,1,1,16,1,1,3,0,1,4,3,Less than bachelor's
6599,19,Joe Biden,1,-1,2,3,2,2,3,3,3,3,3,2,4,5,2,3,3,3,3,4,5,5,5,1,1,-1,4,1,1,4,2,4,4,5,4,6,3,1,3,1,3,3,3,2,3,1,3,2,2,1,4,4,A moderate amount,1,3,Not quite strict enough,1,1,3,1,2,2,1,1,3,2,1,3,3,72,HS,white,1,0,19,2,1,2,1,3,1,1,2,2,0,3,4,2,Less than bachelor's
6600,40,Donald Trump,2,2,1,4,1,3,4,1,1,5,4,1,4,1,7,5,5,5,5,1,1,1,1,2,2,2,3,1,1,3,2,1,7,7,7,1,7,2,1,1,3,3,2,2,1,1,2,3,-8,2,1,-8,A great deal,2,1,Far too strict,1,-8,2,1,1,1,1,7,1,2,11,5,3,62,HS,white,1,0,40,1,1,1,1,3,2,1,4,1,3,4,2,2,Less than bachelor's
6601,26,Joe Biden,1,1,2,2,3,4,4,2,4,1,4,4,2,3,7,2,2,2,1,5,5,4,5,2,1,1,3,1,2,4,2,5,2,3,4,3,1,1,2,3,3,1,1,2,3,2,2,1,3,1,4,5,A lot,1,2,About right,3,1,1,1,2,3,2,1,2,4,1,3,3,28,bachelor's,white,1,0,26,2,1,2,1,1,11,1,2,1,0,2,5,2,Bachelor's or more
6602,6,Joe Biden,1,1,2,3,3,5,5,1,5,2,5,5,2,4,7,2,2,2,3,5,5,5,5,1,-8,-1,4,1,1,3,2,6,1,1,3,2,1,1,2,3,1,3,1,5,3,1,3,1,3,3,5,5,A lot,1,2,Not quite strict enough,1,1,1,1,2,4,4,1,2,5,12,3,3,65,bachelor's,Hispanic,1,0,6,2,1,2,1,3,17,1,1,3,0,1,4,2,Bachelor's or more
6603,-1,Donald Trump,-1,-1,2,2,2,2,3,2,3,2,3,3,5,2,6,5,5,5,5,2,2,2,2,2,1,-1,2,1,2,4,4,4,5,4,4,4,3,1,1,1,1,1,1,3,3,1,3,2,2,2,2,2,A little,1,2,About right,3,1,1,1,2,1,1,Haven't thought much about this,2,5,12,4,2,50,assoc.,white,1,0,12,1,5,1,1,3,4,2,2,3,2,5,4,4,Less than bachelor's
6604,6,Joe Biden,1,1,2,2,4,5,5,2,5,1,4,4,1,4,7,3,3,3,2,5,5,5,5,2,2,1,4,1,1,4,3,7,1,1,2,1,1,1,2,3,1,1,1,5,3,3,2,1,5,1,5,5,A moderate amount,1,2,About right,1,1,1,1,2,4,2,1,3,5,10,3,3,32,bachelor's,white,1,0,6,2,3,2,4,3,19,1,2,3,0,4,4,3,Bachelor's or more
6605,27,Donald Trump,-1,1,1,3,2,1,2,3,2,3,2,2,99,4,4,4,5,5,4,3,3,4,3,2,2,2,3,1,1,4,4,5,4,99,99,6,99,1,1,3,3,3,3,3,2,2,2,2,3,2,3,2,A little,2,2,Not nearly strict enough,1,3,3,3,2,2,1,7,1,5,11,4,3,58,less than HS,Multiracial,1,1,27,1,5,2,1,3,6,2,3,2,0,2,3,3,Less than bachelor's
6606,42,Joe Biden,1,1,2,3,5,4,5,2,4,3,5,5,4,3,7,1,1,1,1,5,5,5,5,1,2,2,3,1,1,3,2,5,4,4,3,5,4,1,3,1,2,1,1,4,3,3,1,1,3,1,5,4,A lot,1,2,About right,3,1,1,1,2,3,1,4,3,3,2,3,3,69,HS,white,1,0,42,2,2,2,1,1,8,1,1,2,0,4,4,2,Less than bachelor's
6607,22,Donald Trump,2,2,1,4,1,3,4,3,2,4,3,2,6,1,6,5,5,5,5,1,1,1,1,2,2,1,4,1,1,2,4,4,4,5,7,5,5,1,3,1,3,1,2,2,1,1,1,2,3,2,1,5,A moderate amount,2,2,Somewhat too strict,2,3,2,1,1,1,1,7,1,1,11,2,2,67,HS,white,1,0,22,2,2,2,1,1,18,1,1,3,3,3,1,1,Less than bachelor's
6608,22,Donald Trump,2,1,1,5,1,1,1,5,1,4,1,1,6,1,6,5,5,4,4,2,1,1,2,2,2,-1,3,1,1,3,2,4,7,5,6,7,5,1,1,1,3,1,2,2,3,1,3,3,2,2,1,5,A little,2,3,Far too strict,3,3,3,1,1,1,1,6,1,1,1,3,3,63,bachelor's,white,1,0,22,2,1,2,1,1,3,1,4,1,0,1,1,1,Bachelor's or more
6609,37,Donald Trump,2,2,1,3,5,5,5,2,5,1,5,5,6,1,6,5,5,5,5,1,1,1,1,2,2,2,3,2,1,4,2,1,6,7,7,7,6,3,1,3,2,1,3,2,3,1,3,3,1,2,3,5,None,2,3,Somewhat too strict,2,3,3,1,1,1,1,7,1,3,2,3,1,69,bachelor's,white,1,0,25,2,2,1,1,1,8,1,4,3,0,4,4,1,Bachelor's or more
6610,27,Donald Trump,2,1,1,3,2,2,2,2,2,5,3,2,4,1,6,5,4,5,5,2,2,2,3,2,1,2,2,1,2,3,2,4,5,2,5,5,4,1,1,1,2,1,1,3,3,1,3,1,2,2,4,5,A little,1,3,Far too strict,2,3,3,1,1,3,2,4,3,4,2,3,2,32,bachelor's,white,1,2,27,2,2,2,1,1,13,1,3,3,0,3,4,3,Bachelor's or more
6611,36,Joe Biden,-1,1,1,3,3,4,4,3,3,3,4,3,4,5,3,4,4,4,4,2,3,3,3,2,1,-1,4,1,1,2,4,3,5,99,5,7,4,1,1,1,2,1,1,1,2,2,2,1,2,3,2,4,None,1,3,Somewhat too strict,1,1,1,1,2,3,2,5,1,5,12,3,3,45,some college,Hispanic,2,2,36,2,3,2,1,1,20,2,4,3,0,3,4,2,Less than bachelor's
6612,48,Joe Biden,1,-1,2,2,3,2,2,2,3,2,4,3,2,2,6,2,2,2,3,5,2,5,5,-8,-8,1,3,1,3,4,2,6,3,1,3,3,1,1,3,2,1,1,1,5,3,3,1,1,4,3,5,5,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,3,3,1,2,3,1,3,3,47,bachelor's,white,1,2,48,2,1,1,1,1,20,1,2,1,0,4,5,2,Bachelor's or more
6613,48,Donald Trump,-1,-1,2,4,3,4,3,3,3,3,4,3,6,3,6,5,4,4,5,2,3,2,3,2,1,2,3,1,1,3,2,4,5,6,5,4,5,1,3,1,3,1,3,1,1,1,3,3,2,2,5,4,None,1,3,About right,2,1,3,1,1,3,3,3,3,1,9,2,2,57,some college,white,1,0,48,2,3,1,1,1,10,1,3,1,0,2,5,1,Less than bachelor's
6614,36,Joe Biden,1,1,2,3,4,4,4,2,4,2,4,4,3,3,-8,1,2,1,3,5,4,3,5,1,2,1,2,1,2,4,2,5,2,3,4,2,2,1,3,1,1,1,1,5,3,3,2,1,3,3,5,5,A lot,1,2,Not quite strict enough,3,1,1,1,2,3,2,1,2,5,9,4,3,56,some college,white,1,0,12,1,5,1,1,1,20,1,1,1,2,2,3,3,Less than bachelor's
6615,-1,Donald Trump,-1,-1,2,3,3,4,4,3,3,2,4,3,6,1,6,4,5,3,3,2,1,2,3,2,1,-1,4,2,2,2,2,99,6,6,7,7,99,1,1,1,2,-8,-8,2,1,1,3,2,-8,2,2,2,None,2,2,Somewhat too strict,2,1,-8,1,1,1,1,7,1,4,12,2,3,30,HS,white,1,1,18,2,2,2,1,1,17,1,3,3,-9,4,3,2,Less than bachelor's
6616,18,Joe Biden,1,-1,2,4,4,2,1,-8,4,2,1,3,3,3,6,4,4,4,4,5,5,5,5,1,1,-1,3,1,2,4,2,5,4,3,3,2,2,1,2,-8,1,3,1,3,3,3,1,1,2,3,5,3,A moderate amount,-8,2,About right,3,-8,1,3,2,4,3,Don't know,-8,1,1,3,4,-9,assoc. academ.,white,1,3,-9,2,3,2,1,3,10,1,-9,3,3,2,4,3,Less than bachelor's
6617,37,Joe Biden,1,1,2,2,5,5,4,2,5,2,5,5,2,3,7,2,2,2,4,4,5,4,5,1,-8,-1,3,1,2,3,3,6,3,3,3,2,2,1,2,3,1,1,1,3,3,1,2,1,4,3,5,4,A lot,1,2,About right,3,1,1,1,-8,3,2,2,2,4,11,2,3,70,master's,white,3,0,36,2,1,1,1,1,8,1,1,2,0,3,5,3,Bachelor's or more
6618,39,Joe Biden,1,2,2,1,4,5,4,1,4,1,5,4,4,3,7,2,3,2,3,5,5,5,5,1,1,-1,4,1,1,4,2,4,3,5,4,2,3,1,2,1,1,3,1,4,3,1,2,1,3,1,5,5,A moderate amount,2,2,Not quite strict enough,1,1,1,1,2,4,4,1,2,1,1,4,3,55,bachelor's,white,1,2,18,2,2,1,1,3,20,1,1,1,0,4,5,2,Bachelor's or more
6619,4,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,4,7,3,1,1,2,5,5,5,5,1,1,1,3,1,1,3,2,7,4,1,2,1,3,1,3,3,1,1,1,3,3,2,2,1,3,1,5,4,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,3,2,1,2,5,12,3,3,59,master's,white,1,0,36,2,1,2,1,1,20,1,1,3,0,5,5,2,Bachelor's or more
6620,51,Joe Biden,1,1,2,1,4,5,4,1,4,1,4,4,1,2,7,-8,1,2,2,5,5,5,5,1,1,-1,2,1,2,4,2,6,3,3,2,1,1,1,3,1,1,1,1,2,2,2,1,1,-8,1,3,5,A great deal,2,2,About right,3,1,1,1,-9,3,1,1,3,1,2,3,4,80,bachelor's,white,3,0,36,2,2,1,1,1,11,1,2,1,0,3,5,1,Bachelor's or more
6621,12,Joe Biden,1,-1,1,4,3,2,2,2,3,2,3,2,5,2,7,3,2,3,3,4,3,4,4,1,1,2,3,2,2,4,2,5,3,2,2,4,2,1,1,1,1,1,1,3,2,1,3,1,3,2,4,4,A moderate amount,2,2,Not quite strict enough,1,1,1,1,2,3,2,3,2,5,9,4,2,25,some college,white,1,0,12,2,1,1,1,1,9,1,2,2,1,4,4,2,Less than bachelor's
6622,39,Donald Trump,2,2,1,3,2,3,3,3,2,3,2,2,6,1,6,5,5,5,5,2,3,3,3,2,1,-1,2,1,2,3,4,4,6,4,6,7,6,3,1,1,2,3,3,2,1,1,3,3,3,2,1,3,A little,1,3,Far too strict,2,1,3,3,1,1,1,7,1,2,2,1,2,55,HS,white,1,0,39,2,1,1,1,3,4,1,4,1,2,2,2,3,Less than bachelor's
6623,18,Joe Biden,1,1,2,3,5,5,5,1,5,1,4,4,2,3,6,1,1,1,1,5,5,5,5,1,1,1,4,1,1,2,3,6,2,1,2,2,2,1,2,3,1,1,1,4,3,3,1,1,3,1,5,5,A lot,1,2,Not nearly strict enough,1,1,1,1,2,4,3,1,2,2,2,4,2,60,master's,white,1,0,36,2,1,2,1,3,15,1,1,1,0,4,3,1,Bachelor's or more
6624,15,Donald Trump,2,1,1,4,2,1,3,3,2,3,4,1,2,6,1,4,3,4,3,1,3,3,2,2,1,1,3,1,1,4,2,5,5,5,6,7,3,1,1,1,3,1,1,4,3,1,3,1,-8,2,5,5,A great deal,1,3,Not nearly strict enough,1,1,1,1,1,3,1,7,1,1,4,4,2,44,bachelor's,Asian,1,2,15,2,1,1,1,1,19,1,4,1,2,1,1,2,Bachelor's or more
6625,2,Donald Trump,2,2,2,3,4,5,5,1,4,1,5,4,6,1,6,5,5,5,5,1,1,2,2,2,1,2,4,1,1,3,3,99,5,6,6,6,4,3,1,1,2,1,1,4,3,1,2,3,3,2,3,4,None,1,3,About right,3,1,1,3,1,3,1,6,1,3,2,2,2,80,bachelor's,white,1,0,27,2,1,1,1,1,13,2,1,2,1,3,3,3,Bachelor's or more
6626,36,Donald Trump,2,2,1,4,3,3,3,3,3,3,4,3,6,2,6,4,4,4,4,2,2,2,3,2,1,-1,3,1,1,2,2,3,6,4,5,4,6,1,1,1,3,3,1,2,3,2,3,3,-8,2,3,5,None,2,3,Somewhat too strict,2,1,-8,1,-8,2,2,4,3,3,2,2,3,44,some college,white,1,3,36,2,1,2,1,3,21,1,4,1,0,2,3,2,Less than bachelor's
6627,37,Joe Biden,5,1,2,4,3,4,4,2,4,1,4,3,99,3,7,2,3,2,3,5,5,5,5,1,-8,-1,3,1,2,4,-8,99,2,2,5,-8,2,-8,1,-8,-8,1,2,4,3,3,-8,1,-8,1,5,4,A moderate amount,-8,2,Not nearly strict enough,1,-8,1,2,1,3,1,2,1,3,1,3,3,73,master's,white,1,0,36,2,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,Bachelor's or more
6628,6,Joe Biden,1,1,2,4,3,-9,4,1,4,1,4,3,2,3,-9,2,4,2,3,5,5,5,5,1,2,-1,4,-9,3,4,2,7,3,2,2,2,1,1,2,-9,1,2,1,5,3,1,3,1,4,3,5,4,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,3,3,1,2,5,12,3,4,78,prof.,white,1,0,39,2,1,1,1,1,22,1,1,2,0,3,3,2,Bachelor's or more
6629,42,Joe Biden,1,-1,2,1,4,4,3,1,4,1,5,4,2,2,-8,2,2,2,2,5,5,5,5,2,1,2,3,1,3,3,2,6,2,1,2,2,1,1,2,3,1,1,1,4,3,2,2,1,3,3,3,4,A moderate amount,2,2,About right,1,1,1,1,2,4,3,1,2,4,1,5,2,23,bachelor's,white,1,0,42,1,3,2,1,1,10,1,1,1,1,2,5,3,Bachelor's or more
6630,5,Donald Trump,2,2,1,5,3,4,4,3,4,3,4,3,2,1,6,5,5,5,5,1,1,1,1,2,2,3,3,1,1,3,2,4,7,3,7,7,7,1,1,1,3,3,2,2,1,1,3,3,2,2,4,5,A little,1,3,Somewhat too strict,2,1,3,3,2,3,1,7,1,1,1,4,3,77,assoc.,white,1,0,5,2,2,1,1,3,5,1,3,1,-9,3,2,2,Less than bachelor's
6631,-1,Joe Biden,1,-1,2,3,4,3,4,2,3,2,5,4,4,2,6,2,3,3,2,5,5,5,5,1,1,-1,3,1,2,3,2,5,5,1,4,4,4,1,2,2,3,2,1,3,3,2,3,1,2,1,4,5,A little,1,2,Not quite strict enough,3,1,1,1,2,2,4,1,3,5,12,5,2,25,bachelor's,white,1,4,6,1,5,2,1,2,8,1,4,3,3,3,5,3,Bachelor's or more
6632,34,Donald Trump,2,-1,1,4,3,3,1,3,3,4,3,3,4,1,7,5,5,5,5,1,1,1,1,2,2,1,2,1,2,3,5,99,4,4,4,7,99,1,3,1,2,3,1,4,3,1,3,1,5,2,1,3,None,1,3,About right,2,3,3,1,1,4,1,Haven't thought much about this,1,2,5,3,3,40,assoc.,white,1,0,36,2,2,1,1,1,15,1,4,5,0,1,1,1,Less than bachelor's
6633,47,Joe Biden,5,1,2,3,2,2,3,2,4,2,3,4,5,4,3,3,3,2,3,5,5,5,5,1,1,-1,3,1,1,4,3,5,2,2,5,3,3,1,3,2,2,1,1,3,3,1,2,1,3,3,4,4,A moderate amount,1,2,About right,1,1,1,1,1,3,3,1,2,2,1,4,1,45,bachelor's,Black,1,3,47,2,3,1,1,1,19,1,3,2,1,2,4,2,Bachelor's or more
6634,36,Donald Trump,2,2,1,3,3,5,5,1,5,1,5,5,6,1,6,5,5,4,4,1,1,1,1,2,1,1,3,2,1,4,2,3,5,4,3,4,4,1,1,1,2,1,2,1,1,-8,3,3,2,3,4,4,A little,2,3,Far too strict,2,2,3,1,2,3,2,5,3,1,2,1,-8,47,master's,white,1,3,36,2,1,2,1,1,22,1,3,4,1,2,4,2,Bachelor's or more
6635,53,Donald Trump,5,2,2,3,1,4,4,2,1,2,5,1,6,1,6,5,5,4,5,3,2,2,2,2,1,-1,4,1,1,4,4,2,4,6,7,4,6,3,1,1,2,1,2,2,1,1,1,2,2,2,5,4,A little,2,3,Far too strict,2,1,2,2,1,2,1,6,3,1,1,2,3,64,assoc. academ.,white,1,0,53,2,1,1,1,1,7,1,4,2,0,3,3,2,Less than bachelor's
6636,26,Donald Trump,2,2,1,4,2,2,3,3,2,4,4,2,6,2,6,3,5,3,3,1,1,1,3,2,1,-1,2,1,1,4,2,99,4,99,99,5,2,1,1,1,2,1,1,1,1,2,3,2,2,2,5,5,A little,1,2,Somewhat too strict,2,1,1,1,1,3,1,5,1,2,2,2,2,48,HS,white,1,1,26,2,2,1,1,1,19,1,3,2,6,4,3,2,Less than bachelor's
6637,17,Joe Biden,1,1,2,2,4,4,4,2,4,2,3,3,4,3,7,3,3,3,3,5,5,5,5,1,1,-1,3,1,1,3,3,6,5,1,6,7,1,1,3,1,2,3,1,3,2,2,1,1,2,3,4,4,A moderate amount,1,2,Far too strict,1,1,1,1,2,4,3,2,3,2,1,3,3,42,master's,Hispanic,3,1,17,2,2,2,2,1,14,1,3,2,0,2,2,2,Bachelor's or more
6638,37,Joe Biden,1,1,2,2,2,5,5,3,5,1,5,4,1,4,7,3,5,3,5,5,5,5,5,1,1,-1,5,1,1,3,2,6,1,1,4,3,1,1,2,3,1,1,1,5,3,3,2,1,5,3,5,5,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,3,3,1,2,2,11,3,2,28,bachelor's,white,1,0,37,2,2,1,2,1,8,1,2,2,0,5,5,3,Bachelor's or more
6639,36,Donald Trump,2,1,2,2,3,5,4,1,5,1,4,4,4,2,6,5,5,5,5,4,3,5,5,1,1,2,5,1,1,2,4,99,6,2,4,2,3,1,1,1,3,1,1,5,-8,2,1,1,-8,2,-8,5,None,1,2,Far too strict,2,1,1,1,-8,3,2,3,3,4,12,3,3,43,assoc. academ.,white,1,1,36,2,2,2,1,1,15,1,4,1,-9,2,3,3,Less than bachelor's
6640,32,Joe Biden,1,1,2,1,4,5,5,1,5,1,5,5,2,2,4,2,2,2,2,5,5,5,5,1,2,2,4,1,2,2,4,4,4,2,2,3,2,1,1,1,1,1,1,5,3,1,2,1,3,1,5,5,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,4,2,1,2,5,9,5,2,52,bachelor's,white,1,0,36,1,3,2,1,1,6,1,2,2,0,3,5,4,Bachelor's or more
6641,17,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,1,3,-9,3,2,2,3,5,5,5,5,-8,-8,-1,3,1,1,3,3,6,4,2,4,3,2,1,3,3,1,1,1,4,-8,2,2,1,3,2,5,4,A moderate amount,1,2,Not quite strict enough,3,1,1,1,2,3,2,3,2,2,5,2,-8,63,assoc.,white,1,0,55,2,2,2,1,1,2,1,2,1,0,5,5,4,Less than bachelor's
