,state,vote,V201103,V201105,V201114,V201115,V201116,V201117,V201118,V201119,V201120,V201121,V201122,V201123,V201200,V201202,V201203,V201208,V201209,V201210,V201211,V201212,V201213,V201214,V201215,V201217,V201218,V201221,V201233,V201234,V201235,V201236,V201237,V201246,V201249,V201252,V201255,V201258,V201262,V201303,V201306,V201309,V201312,V201315,V201321,V201324,V201325,V201328,V201334,V201346,V201353,V201354,V201366,V201369,news,V201379,V201390,state covid,V201394,V201397,V201401,V201403,V201409,V201417,V201427,blm,V201430,V201433,V201435,V201502,V201503,V201507x,education,race,V201553,V201567,V201575,V201592,V201593,V201600,V201602,V201603,V201617x,V201620,V201626,V201627,V201628,V201639,V201640,V201651,recode education
1912,26,Donald Trump,2,2,1,5,1,2,4,4,3,4,2,3,6,1,6,5,5,5,5,1,1,1,1,2,2,-1,4,1,1,4,2,3,6,4,4,7,4,3,1,1,1,3,3,2,2,1,3,3,2,3,5,4,A little,1,3,Somewhat too strict,3,1,3,3,2,3,1,7,1,2,1,4,4,73,bachelor's,white,1,0,26,2,1,2,1,1,7,1,3,1,0,5,5,2,Bachelor's or more
1913,17,Joe Biden,1,1,2,1,3,4,4,1,4,1,4,4,3,3,5,3,3,3,3,5,3,4,5,1,2,1,2,2,2,4,2,7,4,4,4,4,4,1,1,1,1,1,1,2,3,1,3,1,4,2,5,5,A little,1,2,About right,3,3,1,1,2,3,2,3,3,3,1,3,1,34,assoc. academ.,Black,2,0,17,2,2,1,2,1,17,1,2,1,0,5,5,2,Less than bachelor's
1914,26,Donald Trump,-1,1,1,4,3,4,3,4,2,4,2,2,4,1,7,5,5,5,5,1,2,2,2,2,2,2,4,1,2,3,2,5,6,4,2,6,3,1,1,1,3,1,1,4,3,2,2,2,3,2,3,4,A moderate amount,2,2,Somewhat too strict,3,3,1,1,1,1,1,1,1,1,11,3,3,60,HS,white,1,0,23,2,1,1,1,1,1,1,4,3,0,2,2,2,Less than bachelor's
1915,51,Donald Trump,2,-1,2,2,4,5,5,1,4,1,5,4,4,1,5,5,5,4,5,1,1,4,3,2,1,-1,3,1,1,3,2,5,7,3,6,7,5,2,1,1,2,1,3,3,2,1,3,3,1,2,5,5,None,1,3,Somewhat too strict,1,1,3,3,1,3,1,7,1,3,11,2,2,50,some college,white,1,1,51,2,3,1,1,1,21,1,4,2,2,1,2,2,Less than bachelor's
1916,53,Donald Trump,-1,-1,1,3,2,2,2,2,3,2,2,2,3,1,3,5,4,4,4,1,2,2,3,2,1,-1,5,1,1,2,4,99,7,7,5,7,2,1,1,1,2,1,1,3,2,1,3,3,2,2,2,2,A little,2,2,Somewhat too strict,2,1,2,1,1,1,1,7,1,2,11,3,3,48,HS,white,1,1,16,2,5,1,1,1,10,2,1,3,2,4,2,3,Less than bachelor's
1917,20,Donald Trump,2,2,1,4,2,3,3,4,2,3,3,4,6,1,6,5,5,5,5,1,1,1,2,2,1,1,4,1,1,3,4,4,5,7,7,6,5,3,1,1,2,1,2,2,1,1,3,3,2,2,1,3,A little,2,3,Somewhat too strict,2,3,3,2,1,3,1,7,1,1,1,3,2,71,assoc. academ.,white,1,0,38,2,1,1,1,1,14,2,4,2,-9,3,3,1,Less than bachelor's
1918,4,Joe Biden,1,-1,2,3,4,3,3,2,4,2,3,3,99,5,4,3,2,2,3,5,5,5,5,1,1,-1,4,1,2,3,4,99,99,7,99,7,1,1,3,1,2,3,1,5,3,3,1,1,3,3,3,3,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,1,4,2,Haven't thought much about this,3,3,2,3,3,23,some college,Hispanic,3,2,4,-9,2,2,1,1,13,1,4,4,1,3,3,2,Less than bachelor's
1919,55,Donald Trump,2,2,1,4,2,4,3,3,2,3,4,4,6,2,6,5,5,5,5,2,2,2,3,2,2,-1,3,1,2,3,2,1,7,7,7,99,99,1,3,1,3,1,3,2,3,1,3,2,3,2,4,5,A little,2,3,Somewhat too strict,2,1,3,1,1,1,1,5,1,1,11,3,3,33,bachelor's,white,1,0,55,2,1,1,1,3,13,1,4,3,0,4,4,2,Bachelor's or more
1920,37,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,2,7,1,1,1,1,5,5,5,5,1,1,-1,3,1,1,2,2,4,4,1,4,4,1,1,3,1,3,1,1,5,3,1,1,1,3,1,3,5,A moderate amount,1,2,About right,3,1,1,1,-9,-9,1,4,3,-9,-9,3,1,65,assoc.,white,1,1,37,2,1,2,1,1,2,1,3,2,0,1,2,1,Less than bachelor's
1921,28,Donald Trump,2,-1,2,2,5,2,1,2,5,2,2,5,7,2,5,5,5,4,5,2,3,3,3,1,1,-1,3,1,1,4,4,2,7,6,6,7,3,1,2,1,2,3,1,3,1,2,3,3,2,2,1,4,None,2,2,Not quite strict enough,1,1,3,1,1,3,2,6,1,1,1,3,3,22,bachelor's,white,1,0,28,2,1,2,1,1,16,1,1,4,0,3,2,4,Bachelor's or more
1922,42,Joe Biden,1,1,2,4,3,2,2,2,3,3,3,3,4,6,3,3,2,3,2,5,5,5,5,1,2,2,4,1,2,4,4,6,99,4,99,4,5,1,3,3,3,1,1,3,2,1,1,1,3,1,4,3,A moderate amount,2,2,About right,3,1,1,1,2,3,1,5,2,3,7,3,2,54,master's,Asian,3,0,42,1,4,1,1,1,11,1,2,2,0,3,2,3,Bachelor's or more
1923,13,Donald Trump,2,2,1,4,2,4,4,3,4,4,2,2,6,2,6,5,4,4,5,1,2,2,2,2,2,-1,3,1,1,3,2,3,5,6,6,5,5,2,1,1,2,3,2,2,1,1,3,3,2,2,1,3,None,2,3,About right,3,-9,2,2,1,-9,2,6,3,1,1,3,3,-9,some college,white,1,0,50,2,2,2,1,1,-9,1,3,1,0,2,2,3,Less than bachelor's
1924,24,Joe Biden,1,-1,2,1,5,3,3,1,5,1,3,5,4,4,-9,1,1,1,2,5,5,5,5,1,1,-1,4,2,2,4,2,7,5,1,4,4,1,1,1,1,1,3,1,5,3,1,1,1,3,3,5,5,A moderate amount,2,2,Not nearly strict enough,1,3,1,1,1,3,3,1,2,1,11,3,3,51,master's,Black,3,0,59,2,3,2,1,1,17,1,1,2,0,4,5,2,Bachelor's or more
1925,17,Donald Trump,2,2,1,4,1,2,2,3,1,4,3,1,6,2,6,5,5,5,5,2,2,3,2,2,2,-1,4,1,1,4,3,3,6,7,7,7,6,3,1,1,3,3,3,2,1,1,3,3,2,2,2,3,None,1,3,Somewhat too strict,1,3,3,2,1,3,2,7,1,4,12,4,4,52,some college,white,1,0,17,1,2,1,1,1,12,2,4,2,0,2,3,2,Less than bachelor's
1926,6,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,3,4,7,2,1,1,1,5,5,5,5,1,1,-1,4,1,1,2,2,4,4,1,99,1,1,1,-9,-9,1,-9,1,-9,-9,-9,2,1,5,3,5,-9,A little,1,2,About right,3,-9,1,-9,2,4,3,1,2,3,11,3,3,64,master's,white,1,0,42,2,1,2,1,-9,-9,1,1,2,0,5,5,2,Bachelor's or more
1927,12,Joe Biden,1,1,2,2,3,5,4,1,4,1,4,4,3,2,5,2,2,1,2,5,5,5,5,1,2,2,3,2,1,4,2,5,4,1,4,2,3,1,3,2,1,1,1,3,3,3,1,1,4,1,5,5,A lot,1,2,Not quite strict enough,1,1,1,1,2,3,2,3,2,3,2,3,3,55,master's,Hispanic,3,0,36,2,1,2,1,1,22,1,2,2,0,3,3,2,Bachelor's or more
1928,51,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,1,2,6,2,2,2,2,5,5,5,5,1,1,-1,3,1,1,3,3,6,4,1,1,1,1,1,2,1,1,1,1,5,3,3,1,1,4,3,5,5,A lot,2,2,Not quite strict enough,3,1,1,1,2,4,3,1,2,1,1,3,2,41,bachelor's,white,1,1,51,2,1,2,1,1,15,1,1,2,2,3,5,3,Bachelor's or more
1929,-1,Donald Trump,-1,-1,1,4,1,1,1,4,1,1,1,1,6,1,6,5,3,5,4,1,4,3,2,2,2,-1,5,1,1,2,4,99,99,3,99,5,99,1,1,3,2,1,3,4,1,1,3,3,3,2,1,5,None,1,2,Somewhat too strict,2,3,3,1,2,2,1,1,1,4,2,3,3,37,HS,white,1,1,55,2,4,1,1,3,18,1,4,3,1,3,2,2,Less than bachelor's
1930,13,Joe Biden,5,1,2,1,2,5,5,1,2,1,5,3,4,3,6,2,3,1,3,5,5,5,5,1,2,1,3,1,1,4,2,5,5,3,4,1,3,1,2,2,2,3,1,3,3,1,2,1,2,1,2,4,A moderate amount,2,2,Not quite strict enough,2,1,1,1,1,3,2,3,2,1,1,3,3,43,bachelor's,white,1,4,48,2,1,2,1,3,18,1,1,2,0,2,4,2,Bachelor's or more
1931,29,Donald Trump,2,2,1,4,3,5,4,1,4,5,1,1,6,1,6,5,5,5,5,1,1,2,2,2,1,-1,3,1,1,3,2,4,5,7,6,5,6,2,1,1,2,1,2,3,3,1,3,3,2,2,4,4,None,2,3,About right,3,1,3,2,1,4,1,7,3,2,2,3,1,76,prof.,white,1,0,34,2,1,1,1,1,21,1,4,2,1,3,3,3,Bachelor's or more
1932,42,Donald Trump,2,2,1,3,4,5,5,1,4,2,5,3,6,2,6,5,5,5,5,3,4,4,4,2,2,1,4,1,1,2,4,1,6,7,7,7,4,3,1,3,3,1,3,4,3,3,1,1,3,2,4,5,A great deal,1,3,Somewhat too strict,1,1,3,1,1,1,1,7,1,2,1,4,5,72,master's,white,2,0,42,2,2,1,2,1,15,1,3,3,1,1,1,3,Bachelor's or more
1933,42,Donald Trump,2,-1,1,3,2,3,3,1,3,1,3,2,7,1,7,5,5,5,5,3,4,4,3,2,1,-1,5,1,1,1,4,1,1,4,7,99,99,2,1,3,2,3,2,3,3,3,2,1,1,1,4,1,None,2,3,Far too strict,2,1,2,3,2,1,1,7,1,3,1,4,3,37,assoc.,white,1,2,42,2,1,1,1,1,22,1,4,5,10,3,3,3,Less than bachelor's
1934,-1,Joe Biden,-1,-1,2,1,4,4,5,1,5,1,5,4,4,6,1,5,4,3,3,5,5,5,5,1,1,-1,4,1,1,2,2,5,4,1,3,6,6,3,1,3,3,1,3,5,3,2,1,1,2,3,2,1,A little,2,2,Somewhat too strict,2,1,2,3,2,1,1,7,1,5,12,5,3,59,less than HS,white,1,0,55,1,5,1,1,3,4,2,4,1,1,2,5,5,Less than bachelor's
1935,48,Joe Biden,-1,1,2,2,3,4,3,2,4,2,4,3,99,2,6,1,1,1,2,5,5,5,5,1,2,3,3,1,2,3,2,7,99,1,1,2,99,1,3,1,1,3,1,3,3,2,2,2,1,3,3,3,A moderate amount,1,2,Not nearly strict enough,1,1,3,1,1,3,2,3,3,1,11,4,3,50,some college,Hispanic,3,2,48,2,4,2,1,3,4,1,3,2,0,3,3,3,Less than bachelor's
1936,6,Joe Biden,1,1,2,2,3,5,4,1,4,1,5,5,1,4,7,3,3,2,2,5,5,5,5,1,2,-1,4,1,1,2,3,5,2,1,2,2,1,1,2,3,3,1,1,4,3,1,1,1,5,2,5,5,A little,1,2,About right,3,1,1,1,2,4,2,1,2,5,12,2,3,44,some college,white,1,0,29,2,2,2,2,1,19,1,3,2,0,5,5,2,Less than bachelor's
1937,25,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,1,3,6,3,4,2,3,5,5,5,5,1,1,1,4,1,2,3,2,7,1,1,2,1,1,1,2,2,1,1,1,4,3,2,2,1,4,1,5,5,A little,1,2,About right,1,1,1,1,2,4,2,1,2,5,7,3,3,38,master's,white,1,2,39,2,1,2,2,3,17,1,1,2,0,5,5,3,Bachelor's or more
1938,26,Donald Trump,2,2,2,3,2,3,3,2,2,3,4,2,6,2,7,4,5,4,4,3,3,3,4,2,2,-1,4,2,1,3,2,1,4,6,7,7,6,1,3,1,2,1,3,1,2,1,3,2,2,2,4,2,A little,1,2,Far too strict,2,1,3,1,1,1,2,7,1,3,11,2,2,39,master's,white,1,0,26,2,1,1,1,2,14,1,3,2,0,3,3,1,Bachelor's or more
1939,25,Joe Biden,1,1,2,4,4,3,3,3,4,3,3,4,2,1,7,1,1,1,1,5,5,5,5,1,2,-1,4,1,1,2,3,7,99,99,7,1,1,1,3,1,3,1,3,3,3,2,2,2,2,3,3,2,A little,2,2,Not quite strict enough,1,3,1,1,2,3,2,1,3,5,12,3,2,28,bachelor's,Multiracial,1,0,25,2,3,1,1,3,2,1,1,3,0,2,3,3,Bachelor's or more
1940,48,Donald Trump,-1,-1,2,3,2,4,2,3,1,3,4,2,4,2,6,4,5,4,5,3,3,4,4,1,1,2,4,1,1,4,2,4,2,99,5,5,4,1,3,1,2,1,1,3,3,1,3,2,2,2,3,5,None,1,3,About right,3,1,1,3,2,4,3,4,1,2,11,2,2,42,some college,Hispanic,3,2,48,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,Less than bachelor's
1941,33,Donald Trump,2,1,1,4,3,3,3,4,3,5,5,1,99,1,6,5,5,5,5,1,1,1,1,2,1,3,3,1,1,2,3,5,7,1,7,7,1,3,1,1,2,1,1,2,1,2,2,2,3,2,1,4,None,1,3,About right,3,1,3,3,1,1,1,4,3,1,2,3,3,63,HS,white,1,0,33,2,1,1,1,1,15,1,4,1,2,4,3,3,Less than bachelor's
1942,36,Joe Biden,1,1,2,3,5,5,5,1,5,1,5,5,2,3,7,1,2,1,1,5,5,5,5,1,1,2,2,1,1,4,2,5,2,2,3,2,3,1,2,3,3,1,1,4,3,1,1,1,2,1,5,5,A lot,1,2,About right,3,1,1,1,2,4,2,1,2,5,9,3,3,77,master's,white,1,0,36,2,1,2,1,1,10,1,2,2,0,5,5,2,Bachelor's or more
1943,48,Donald Trump,2,2,1,4,3,3,3,4,3,4,3,3,6,1,6,5,5,5,5,1,1,1,1,2,2,-1,4,1,1,2,4,2,6,7,7,7,7,3,1,1,2,1,2,1,1,1,3,3,1,2,3,4,None,2,3,About right,3,1,2,3,1,1,1,7,1,1,2,1,1,64,bachelor's,Hispanic,2,0,59,2,1,2,1,1,14,1,4,3,2,2,3,2,Bachelor's or more
1944,17,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,3,7,1,1,1,2,5,5,5,5,1,2,-1,3,1,1,4,4,7,2,1,1,1,1,1,2,1,1,1,1,5,3,1,3,1,5,3,5,5,A moderate amount,1,2,Not quite strict enough,1,1,1,1,2,3,2,1,2,2,1,5,2,60,some college,white,1,0,26,1,2,1,1,1,15,1,1,2,0,5,5,4,Less than bachelor's
1945,32,Joe Biden,1,-1,2,3,5,4,5,1,4,2,4,4,3,3,3,2,3,4,4,5,4,2,5,1,1,1,3,1,1,3,3,7,5,6,99,1,2,1,1,1,2,1,1,4,1,2,1,2,4,1,3,3,A moderate amount,2,2,Not quite strict enough,1,1,1,1,2,3,1,1,3,3,2,1,3,25,HS,Hispanic,3,0,32,2,5,1,1,1,15,1,3,2,0,2,3,4,Less than bachelor's
1946,29,Donald Trump,2,-1,1,4,3,2,2,3,3,4,3,3,6,2,7,5,5,5,4,2,1,1,2,2,-9,-1,3,1,1,4,2,99,6,4,99,4,5,1,1,1,3,1,3,2,2,1,1,2,2,2,2,4,A little,1,3,About right,3,1,-9,3,1,2,1,6,1,2,1,3,3,75,HS,white,1,0,29,2,2,2,1,1,19,2,3,2,-9,3,3,2,Less than bachelor's
1947,6,Donald Trump,2,2,1,4,2,5,3,3,2,3,1,1,6,2,6,5,5,5,3,4,4,3,3,2,2,-1,5,1,1,2,2,1,7,7,7,5,6,1,1,1,2,1,3,3,1,1,3,2,2,2,5,5,None,1,1,Far too strict,1,1,2,1,1,2,2,7,1,5,2,2,2,27,assoc. academ.,Hispanic,3,0,6,2,1,1,1,1,11,1,4,5,15,5,3,3,Less than bachelor's
1948,48,Donald Trump,2,2,1,3,3,3,2,3,4,2,4,3,6,1,4,4,5,3,5,1,2,2,2,2,1,1,4,1,1,2,2,3,4,7,5,2,6,3,1,1,3,3,3,1,1,1,3,3,2,2,5,5,None,1,3,Far too strict,3,1,3,1,-9,2,3,Haven't thought much about this,3,1,1,1,1,-9,bachelor's,Hispanic,2,4,12,2,5,1,1,1,18,1,4,3,-9,3,4,2,Bachelor's or more
1949,42,Donald Trump,2,2,2,1,4,4,4,1,5,3,5,5,7,1,7,5,5,5,5,2,2,2,2,2,1,2,4,1,1,3,2,6,6,99,99,99,99,3,1,2,3,3,3,4,3,2,2,2,3,2,3,3,A moderate amount,1,2,Not quite strict enough,2,3,1,1,1,1,2,Haven't thought much about this,1,3,2,3,3,37,bachelor's,white,1,2,42,2,3,2,1,3,10,1,4,3,5,3,3,3,Bachelor's or more
1950,33,Donald Trump,2,1,2,3,4,3,4,2,3,3,4,4,6,2,6,4,5,4,5,2,2,2,3,2,1,-1,3,1,1,3,2,4,4,3,4,4,4,3,1,3,3,1,3,2,3,2,2,2,3,2,1,5,A little,1,3,About right,3,1,3,3,2,3,1,3,3,2,1,4,2,66,some college,white,1,0,33,1,2,2,1,1,16,1,2,1,0,1,3,3,Less than bachelor's
1951,45,Joe Biden,1,1,2,3,5,5,5,1,5,1,5,5,4,4,7,2,1,1,1,5,5,5,5,1,2,-1,4,1,1,3,3,3,4,5,4,4,2,1,2,1,3,1,1,4,1,2,1,1,4,3,4,4,A moderate amount,1,2,Not nearly strict enough,1,1,1,1,2,3,1,1,2,1,11,4,4,64,assoc.,Black,1,0,36,2,2,1,1,1,7,1,1,3,3,3,3,3,Less than bachelor's
1952,54,Donald Trump,1,-1,2,3,1,5,4,2,5,3,5,4,4,2,7,3,3,2,3,5,4,5,3,1,1,-1,3,1,1,2,2,4,6,99,3,5,6,1,2,2,1,1,3,2,2,2,3,1,3,2,5,5,A little,1,2,About right,1,1,3,1,1,3,1,1,3,2,1,3,2,26,bachelor's,white,1,2,54,2,5,2,1,1,11,1,1,3,5,2,5,4,Bachelor's or more
1953,51,Joe Biden,1,1,2,2,4,5,5,1,4,2,5,5,4,4,7,3,1,2,3,5,5,5,5,2,1,-1,2,2,2,4,3,6,5,6,3,3,1,1,1,3,1,1,1,4,3,3,1,1,4,1,5,4,A lot,1,2,Not nearly strict enough,2,1,1,1,-9,2,1,2,2,3,5,4,4,69,bachelor's,white,1,0,51,2,1,2,1,1,21,1,1,2,0,3,4,3,Bachelor's or more
1954,51,Joe Biden,-1,-1,1,3,2,2,3,4,3,4,2,2,4,2,6,3,3,3,3,4,4,3,4,1,2,-1,3,1,2,4,3,4,6,4,4,3,3,1,1,1,1,3,1,3,3,1,3,2,2,3,4,4,A moderate amount,1,2,About right,3,1,1,1,2,3,1,3,3,1,1,2,2,21,other,Hispanic,1,4,51,2,1,1,1,3,19,2,2,2,6,4,4,1,Other/No answer
1955,5,Donald Trump,2,2,2,2,5,4,4,1,5,2,5,4,6,2,7,4,3,4,3,3,3,3,3,1,1,2,4,1,1,3,3,3,5,5,6,5,4,3,3,3,3,1,3,4,3,3,1,1,3,2,1,5,A little,1,2,About right,3,1,3,1,1,3,1,4,1,1,1,3,4,67,bachelor's,Native,1,0,31,2,2,2,1,1,10,1,4,2,1,3,2,1,Bachelor's or more
1956,12,Joe Biden,5,-1,2,1,3,5,5,1,3,1,4,3,1,4,6,5,4,3,4,5,5,5,5,2,1,2,4,1,1,2,3,7,2,1,2,2,1,1,2,2,1,1,1,4,3,2,2,1,2,1,5,5,A little,2,2,Not nearly strict enough,1,1,1,1,2,3,2,1,2,5,9,3,3,23,bachelor's,white,1,1,12,1,1,1,3,3,19,1,2,2,1,5,5,3,Bachelor's or more
1957,27,Donald Trump,2,2,1,3,3,4,4,3,3,5,5,3,6,1,6,5,5,5,5,1,1,1,2,2,1,-1,2,2,2,3,2,4,6,7,6,5,7,3,1,1,2,1,3,2,1,2,2,3,2,2,3,5,None,2,3,Far too strict,2,2,2,2,1,3,1,6,1,2,1,3,3,62,some college,white,1,0,2,2,2,1,1,1,10,1,3,3,0,2,2,2,Less than bachelor's
1958,12,Donald Trump,-1,2,2,2,5,4,3,2,4,2,4,4,7,2,6,4,4,3,3,3,3,3,3,2,1,-1,3,1,1,2,3,3,99,5,5,5,99,1,3,1,2,1,3,2,2,1,3,2,2,3,3,4,A lot,2,2,About right,3,1,3,3,-9,3,2,6,2,1,1,3,3,63,master's,white,1,0,12,2,1,2,1,1,14,1,3,2,0,3,3,1,Bachelor's or more
1959,22,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,4,5,6,1,2,2,2,2,5,5,5,5,1,2,-1,3,1,1,3,2,7,5,1,1,1,1,1,2,3,3,1,3,2,3,2,1,1,5,3,4,4,A moderate amount,2,2,Not nearly strict enough,1,1,1,1,2,4,3,1,2,2,11,2,3,39,assoc. academ.,Black,1,0,22,2,5,2,1,1,7,2,1,1,0,3,4,3,Less than bachelor's
1960,12,Donald Trump,-1,1,1,3,1,1,1,3,2,2,2,2,5,2,6,5,5,5,5,2,2,3,2,2,1,-1,2,2,2,4,2,6,6,6,6,5,5,3,3,1,3,3,1,3,3,1,2,3,2,3,4,4,A little,1,3,About right,3,3,1,1,1,1,2,4,1,5,12,3,3,80,bachelor's,white,3,0,23,2,2,1,1,1,15,1,2,2,0,4,3,1,Bachelor's or more
1961,-1,Donald Trump,-1,-1,1,3,3,3,3,3,3,3,3,4,5,2,6,5,4,3,4,4,5,3,4,2,1,3,4,1,1,4,4,5,5,6,4,5,4,2,1,1,2,1,1,3,2,2,1,2,4,2,4,4,A lot,2,3,About right,2,2,2,1,1,2,4,2,2,4,1,2,4,23,bachelor's,white,1,0,51,2,2,1,1,3,9,1,3,1,0,2,3,2,Bachelor's or more
1962,46,Donald Trump,-1,2,2,3,4,5,4,2,4,3,4,4,4,4,2,4,4,4,4,2,2,2,3,2,2,-1,3,1,1,3,3,7,4,4,4,4,3,1,1,1,1,1,1,3,3,2,2,2,1,2,3,3,A moderate amount,1,2,Not quite strict enough,1,2,3,1,1,1,1,7,1,1,2,4,4,72,less than HS,white,1,0,46,2,4,2,5,1,2,2,2,3,0,3,3,2,Less than bachelor's
1963,12,Donald Trump,2,2,2,1,1,5,5,2,5,1,1,1,7,2,5,5,4,3,3,1,2,1,2,2,1,-1,4,1,1,4,3,1,2,6,6,6,6,2,1,3,2,3,1,2,1,1,3,3,1,2,5,5,None,2,3,Far too strict,3,3,2,2,1,2,1,7,1,1,1,3,2,51,bachelor's,white,1,0,12,2,2,2,1,1,17,1,4,2,0,1,1,3,Bachelor's or more
1964,6,Joe Biden,1,1,2,3,4,5,5,1,5,1,5,5,4,3,6,2,1,2,3,5,5,5,5,1,1,-1,4,1,1,3,4,7,6,5,4,3,1,1,3,3,3,1,1,5,3,1,1,1,4,1,5,4,A moderate amount,1,2,About right,3,1,1,1,2,3,1,1,3,1,1,3,2,62,bachelor's,Black,1,0,6,1,2,2,1,1,7,1,1,2,0,3,4,5,Bachelor's or more
1965,47,Donald Trump,2,2,2,3,4,4,4,2,4,3,3,4,6,3,6,5,5,5,4,2,3,3,3,2,1,-1,4,2,2,2,2,3,4,3,5,7,4,3,1,3,2,3,3,2,2,2,2,3,2,2,1,4,A little,2,3,Somewhat too strict,3,3,3,1,1,2,1,5,1,1,1,3,3,49,assoc.,white,1,0,47,2,1,1,1,3,20,1,3,1,0,3,3,2,Less than bachelor's
1966,5,Donald Trump,2,2,2,4,4,3,4,1,4,1,3,4,6,1,6,5,5,4,5,1,1,1,2,2,2,-1,4,1,1,2,4,2,4,6,5,4,5,1,1,1,2,3,3,2,2,1,2,2,2,2,1,4,None,1,3,About right,3,1,3,3,1,2,1,5,1,1,1,2,3,64,some college,white,1,0,5,2,1,1,1,1,19,1,4,2,0,3,4,2,Less than bachelor's
1967,51,Donald Trump,2,1,1,2,3,3,3,2,3,3,3,4,99,1,7,5,5,5,5,1,1,2,1,2,2,-1,3,2,2,3,3,99,99,4,4,4,4,3,2,3,3,3,3,3,2,2,2,2,3,3,5,3,A moderate amount,1,2,Not quite strict enough,1,3,3,1,1,4,2,4,2,3,12,4,4,39,less than HS,white,1,2,51,2,5,2,2,1,2,1,1,3,0,3,3,4,Less than bachelor's
1968,34,Joe Biden,1,1,2,1,4,5,4,1,5,3,4,5,4,4,1,2,1,2,2,5,5,5,5,1,2,1,4,1,1,2,4,99,7,4,1,7,1,3,1,1,3,3,3,5,3,2,1,1,2,3,3,3,None,2,2,Not quite strict enough,3,1,1,1,1,3,1,7,1,5,2,3,3,61,assoc.,white,1,0,34,2,3,2,1,1,1,1,1,3,0,3,4,3,Less than bachelor's
1969,54,Donald Trump,2,2,1,3,2,3,3,2,2,1,4,3,7,2,6,5,5,5,5,1,1,1,1,2,2,1,2,1,1,2,2,4,7,7,6,4,5,1,1,1,3,1,2,3,3,1,3,2,1,2,3,1,None,2,3,Not nearly strict enough,3,3,3,3,1,3,1,6,1,1,1,2,2,64,HS,white,1,0,54,2,1,2,1,1,16,1,4,1,4,3,3,2,Less than bachelor's
1970,48,Joe Biden,5,5,1,4,2,3,3,3,2,3,3,2,4,3,6,4,3,4,3,4,5,5,5,1,1,-1,4,1,1,2,3,2,1,1,4,3,3,1,2,3,3,1,1,2,3,1,3,1,3,3,5,5,None,1,2,Not quite strict enough,1,1,3,1,2,3,3,2,2,5,9,4,3,35,bachelor's,white,1,0,48,2,2,1,2,1,18,1,4,3,-9,2,3,2,Bachelor's or more
1971,26,Joe Biden,1,1,2,1,5,5,5,1,5,1,5,5,2,2,2,3,2,2,3,5,5,5,5,2,1,1,4,1,2,4,2,7,4,3,99,1,1,1,3,1,1,3,1,4,3,2,2,1,2,2,4,2,A little,1,2,About right,3,3,1,1,2,4,2,1,2,3,2,4,3,43,assoc. academ.,white,1,2,26,2,4,2,1,1,5,1,1,1,0,5,5,-5,Less than bachelor's
1972,20,Donald Trump,-1,-1,1,3,5,4,3,2,4,1,3,4,4,1,6,5,5,5,5,2,1,2,3,2,2,-1,2,2,2,4,4,7,5,4,5,7,99,1,1,1,3,3,3,4,3,3,1,2,2,2,3,1,A little,1,2,About right,3,1,3,1,1,1,1,7,1,2,1,1,3,58,bachelor's,white,2,0,6,2,1,2,1,1,1,1,4,3,0,3,3,3,Bachelor's or more
1973,29,Joe Biden,1,1,2,2,5,5,5,1,5,1,5,5,2,2,7,2,3,2,3,5,5,5,5,1,1,-1,4,1,1,2,3,7,5,6,5,1,1,3,3,1,3,1,1,4,3,1,2,1,4,3,4,3,A moderate amount,1,2,Not quite strict enough,2,1,1,1,2,3,2,1,3,3,2,5,5,68,assoc.,white,1,0,26,2,5,1,1,1,15,1,3,5,0,3,3,3,Less than bachelor's
1974,18,Joe Biden,2,2,2,2,4,5,4,1,5,2,5,4,5,4,7,2,1,1,2,4,5,5,5,1,2,2,4,1,1,3,2,5,5,3,4,4,1,1,1,1,3,1,1,4,3,1,2,1,3,3,2,4,A great deal,1,2,About right,3,1,1,1,2,3,1,2,2,3,11,4,4,78,some college,white,1,0,17,2,4,2,1,1,4,1,1,2,1,5,5,3,Less than bachelor's
1975,-1,Donald Trump,-1,2,2,3,3,3,3,2,2,2,3,2,6,1,5,5,5,5,5,2,2,3,3,2,2,-1,3,1,1,3,3,1,4,7,7,7,6,3,3,1,2,3,3,3,3,2,2,1,3,3,2,4,None,1,3,Not quite strict enough,1,1,3,3,1,1,1,7,1,2,1,2,3,48,some college,white,1,0,17,1,2,1,1,1,15,1,4,1,-9,2,2,3,Less than bachelor's
1976,39,Joe Biden,1,1,2,1,5,4,5,1,5,1,5,4,4,2,7,2,1,1,1,5,5,5,5,1,1,1,4,1,2,3,3,4,4,3,5,2,1,1,2,3,1,1,1,4,3,2,2,1,3,3,5,4,A great deal,2,2,Not quite strict enough,3,1,1,1,2,4,2,1,2,1,1,4,3,80,master's,white,1,0,39,2,2,1,2,3,12,1,2,3,0,2,3,2,Bachelor's or more
